timestamp,name,cpu_perc,mem_usage,mem_perc,net_io,block_io,pids
2026-05-29T18:54:36-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,0.09%,60.88MiB / 160MiB,38.05%,2.55MB / 1.04MB,643kB / 0B,70
2026-05-29T18:54:36-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,0.08%,59.98MiB / 160MiB,37.49%,2.54MB / 1.05MB,868kB / 0B,15
2026-05-29T18:54:36-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:54:40-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,0.07%,60.83MiB / 160MiB,38.02%,2.55MB / 1.04MB,643kB / 0B,70
2026-05-29T18:54:40-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,2.03%,59.9MiB / 160MiB,37.44%,2.54MB / 1.05MB,868kB / 0B,10
2026-05-29T18:54:40-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:54:44-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,0.16%,60.3MiB / 160MiB,37.69%,2.55MB / 1.04MB,643kB / 0B,52
2026-05-29T18:54:44-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,0.09%,59.54MiB / 160MiB,37.21%,2.54MB / 1.05MB,868kB / 0B,7
2026-05-29T18:54:44-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:54:48-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,0.15%,58.61MiB / 160MiB,36.63%,2.55MB / 1.04MB,643kB / 0B,14
2026-05-29T18:54:48-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,0.08%,59.55MiB / 160MiB,37.22%,2.54MB / 1.05MB,868kB / 0B,7
2026-05-29T18:54:48-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:54:52-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,1.67%,59.12MiB / 160MiB,36.95%,2.55MB / 1.04MB,643kB / 0B,7
2026-05-29T18:54:52-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,0.08%,59.55MiB / 160MiB,37.22%,2.54MB / 1.05MB,868kB / 0B,7
2026-05-29T18:54:52-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:54:56-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,0.08%,58.53MiB / 160MiB,36.58%,2.55MB / 1.04MB,643kB / 0B,7
2026-05-29T18:54:56-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,0.10%,59.62MiB / 160MiB,37.26%,2.54MB / 1.05MB,868kB / 0B,7
2026-05-29T18:54:56-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:55:00-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,0.07%,58.3MiB / 160MiB,36.44%,2.55MB / 1.04MB,643kB / 0B,7
2026-05-29T18:55:00-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,1.04%,62.82MiB / 160MiB,39.27%,2.54MB / 1.05MB,868kB / 0B,14
2026-05-29T18:55:00-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:55:04-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,1.92%,58.78MiB / 160MiB,36.74%,2.55MB / 1.04MB,643kB / 0B,7
2026-05-29T18:55:04-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,0.07%,59.55MiB / 160MiB,37.22%,2.54MB / 1.05MB,868kB / 0B,7
2026-05-29T18:55:04-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:55:08-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,1.62%,58.38MiB / 160MiB,36.48%,2.55MB / 1.04MB,643kB / 0B,7
2026-05-29T18:55:08-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,0.07%,59.58MiB / 160MiB,37.24%,2.54MB / 1.05MB,868kB / 0B,7
2026-05-29T18:55:08-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:55:12-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,0.07%,58.3MiB / 160MiB,36.44%,2.55MB / 1.04MB,643kB / 0B,7
2026-05-29T18:55:12-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,0.06%,59.62MiB / 160MiB,37.26%,2.54MB / 1.05MB,868kB / 0B,7
2026-05-29T18:55:12-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:55:16-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,0.08%,58.31MiB / 160MiB,36.44%,2.55MB / 1.04MB,643kB / 0B,7
2026-05-29T18:55:16-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,0.14%,59.73MiB / 160MiB,37.33%,2.54MB / 1.05MB,868kB / 0B,7
2026-05-29T18:55:16-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:55:20-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,0.07%,58.34MiB / 160MiB,36.46%,2.55MB / 1.04MB,643kB / 0B,7
2026-05-29T18:55:20-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,0.07%,59.55MiB / 160MiB,37.22%,2.54MB / 1.05MB,868kB / 0B,7
2026-05-29T18:55:20-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:55:24-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,1.63%,58.79MiB / 160MiB,36.75%,2.55MB / 1.04MB,643kB / 0B,7
2026-05-29T18:55:24-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,0.08%,59.55MiB / 160MiB,37.22%,2.54MB / 1.05MB,868kB / 0B,7
2026-05-29T18:55:24-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:55:28-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,1.80%,58.36MiB / 160MiB,36.48%,2.55MB / 1.04MB,643kB / 0B,7
2026-05-29T18:55:28-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,0.07%,59.55MiB / 160MiB,37.22%,2.54MB / 1.05MB,868kB / 0B,7
2026-05-29T18:55:28-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:55:32-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,0.06%,58.3MiB / 160MiB,36.44%,2.55MB / 1.04MB,643kB / 0B,7
2026-05-29T18:55:32-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,0.07%,59.64MiB / 160MiB,37.28%,2.54MB / 1.05MB,868kB / 0B,7
2026-05-29T18:55:32-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:55:36-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,0.06%,58.34MiB / 160MiB,36.46%,2.55MB / 1.04MB,643kB / 0B,7
2026-05-29T18:55:36-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,0.13%,59.98MiB / 160MiB,37.49%,2.54MB / 1.05MB,868kB / 0B,7
2026-05-29T18:55:36-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
2026-05-29T18:55:40-03:00,rinha-de-backend-2026-vhtor-kotlin-api1-1,0.07%,58.3MiB / 160MiB,36.44%,2.55MB / 1.04MB,643kB / 0B,7
2026-05-29T18:55:40-03:00,rinha-de-backend-2026-vhtor-kotlin-api2-1,0.09%,59.55MiB / 160MiB,37.22%,2.54MB / 1.05MB,868kB / 0B,7
2026-05-29T18:55:40-03:00,rinha-de-backend-2026-vhtor-kotlin-nginx-1,0.00%,12.12MiB / 30MiB,40.42%,7.23MB / 7.76MB,0B / 12.3kB,15
